9.5323e+09,-106.49
9.5323e+09,-108.22
9.5324e+09,-95.116
9.5324e+09,-105.05
9.5325e+09,-98.171
9.5325e+09,-107.06
9.5326e+09,-99.641
9.5326e+09,-112.63
9.5327e+09,-101.37
9.5327e+09,-96.528
9.5327e+09,-100.18
9.5328e+09,-108
9.5328e+09,-111.23
9.5329e+09,-98.892
9.5329e+09,-101.46
9.533e+09,-109.94
9.533e+09,-107.37
9.5331e+09,-101.55
9.5331e+09,-98.762
9.5332e+09,-96.442
9.5332e+09,-99.4
9.5333e+09,-95.339
9.5333e+09,-96.809
9.5334e+09,-107.84
9.5334e+09,-120.81
9.5335e+09,-99.216
9.5335e+09,-99.556
9.5336e+09,-96.9
9.5336e+09,-104.24
9.5337e+09,-103.8
9.5337e+09,-109.24
9.5338e+09,-102.78
9.5338e+09,-97.736
9.5339e+09,-111
9.5339e+09,-96.371
9.534e+09,-118.7
9.534e+09,-105.21
9.5341e+09,-105.44
9.5341e+09,-98.985
9.5341e+09,-105.8
9.5342e+09,-111.42
9.5342e+09,-99.734
9.5343e+09,-110.97
9.5343e+09,-120.16
9.5344e+09,-99.799
9.5344e+09,-98.344
9.5345e+09,-97.305
9.5345e+09,-98.21
9.5346e+09,-100.19
9.5346e+09,-96.536
9.5347e+09,-104.2
9.5347e+09,-97.389
9.5348e+09,-97.412
9.5348e+09,-99.615
9.5349e+09,-103.12
9.5349e+09,-121.09
9.535e+09,-95.899
9.535e+09,-96.618
9.5351e+09,-96.55
9.5351e+09,-99.206
9.5352e+09,-98.151
9.5352e+09,-104.11
9.5353e+09,-106.94
9.5353e+09,-101.98
9.5354e+09,-96.324
9.5354e+09,-111.6
9.5355e+09,-107.84
9.5355e+09,-103.91
9.5355e+09,-101.31
9.5356e+09,-96.885
9.5356e+09,-93.975
9.5357e+09,-104.26
9.5357e+09,-92.216
9.5358e+09,-96.765
9.5358e+09,-97.357
9.5359e+09,-104.15
9.5359e+09,-95.677
9.536e+09,-96.763
9.536e+09,-99.033
9.5361e+09,-101.25
9.5361e+09,-99.828
9.5362e+09,-102.35
9.5362e+09,-111.91
9.5363e+09,-102.02
9.5363e+09,-98.603
9.5364e+09,-97.845
9.5364e+09,-100.33
9.5365e+09,-97.486
9.5365e+09,-95.315
9.5366e+09,-99.483
9.5366e+09,-102.87
9.5367e+09,-97.596
9.5367e+09,-104.88
9.5368e+09,-91.994
9.5368e+09,-98.531
9.5369e+09,-98.548
9.5369e+09,-101.66
9.5369e+09,-97.463
9.537e+09,-96.626
9.537e+09,-95.722
9.5371e+09,-101.17
9.5371e+09,-95.704
9.5372e+09,-99.091
9.5372e+09,-99.731
9.5373e+09,-102.29
9.5373e+09,-110.32
9.5374e+09,-100.3
9.5374e+09,-101.51
9.5375e+09,-101.97
9.5375e+09,-98.955
9.5376e+09,-96.591
9.5376e+09,-97.076
9.5377e+09,-97.754
9.5377e+09,-91.889
9.5378e+09,-101.79
9.5378e+09,-99.056
9.5379e+09,-99.245
9.5379e+09,-99.855
9.538e+09,-98.331
9.538e+09,-98.454
9.5381e+09,-100.78
9.5381e+09,-99.837
9.5382e+09,-96.191
9.5382e+09,-104.73
9.5383e+09,-95.922
9.5383e+09,-97.012
9.5383e+09,-100.74
9.5384e+09,-97.692
9.5384e+09,-96.519
9.5385e+09,-93.945
9.5385e+09,-99.19
9.5386e+09,-110.01
9.5386e+09,-102.95
9.5387e+09,-109.75
9.5387e+09,-96.314
9.5388e+09,-96.85
9.5388e+09,-100.32
9.5389e+09,-102.23
9.5389e+09,-93.63
9.539e+09,-126.5
9.539e+09,-98.773
9.5391e+09,-107.76
9.5391e+09,-103.57
9.5392e+09,-102.95
9.5392e+09,-106.94
9.5393e+09,-95.634
9.5393e+09,-98.114
9.5394e+09,-92.884
9.5394e+09,-96.013
9.5395e+09,-94.82
9.5395e+09,-96.805
9.5396e+09,-99.768
9.5396e+09,-95.44
9.5397e+09,-94.932
9.5397e+09,-99.988
9.5397e+09,-98.853
9.5398e+09,-101.92
9.5398e+09,-101.04
9.5399e+09,-100.4
9.5399e+09,-113.55
9.54e+09,-97.831
9.54e+09,-99.444
9.5401e+09,-97.853
9.5401e+09,-95.207
9.5402e+09,-93.134
9.5402e+09,-94.969
9.5403e+09,-96.788
9.5403e+09,-112.47
9.5404e+09,-101.94
9.5404e+09,-102.53
9.5405e+09,-99.214
9.5405e+09,-109.1
9.5406e+09,-97.231
9.5406e+09,-97.779
9.5407e+09,-98.905
9.5407e+09,-95.996
9.5408e+09,-94.491
9.5408e+09,-94.995
9.5409e+09,-102.86
9.5409e+09,-101.33
9.541e+09,-100.42
9.541e+09,-106.61
9.5411e+09,-100.07
9.5411e+09,-104.99
9.5411e+09,-98.45
9.5412e+09,-96.209
9.5412e+09,-93.61
9.5413e+09,-100.71
9.5413e+09,-98.475
9.5414e+09,-95.136
9.5414e+09,-96.272
9.5415e+09,-105.73
9.5415e+09,-112.37
9.5416e+09,-100.9
9.5416e+09,-96.722
9.5417e+09,-95.073
9.5417e+09,-95.872
9.5418e+09,-107.77
9.5418e+09,-94.253
9.5419e+09,-95.657
9.5419e+09,-101.48
9.542e+09,-100.79
9.542e+09,-95.465
9.5421e+09,-98.211
9.5421e+09,-95.115
9.5422e+09,-98.016
9.5422e+09,-117.18
9.5423e+09,-93.593
9.5423e+09,-101.47
9.5424e+09,-97.76
9.5424e+09,-98.816
9.5425e+09,-94.639
9.5425e+09,-101.37
9.5425e+09,-95.668
9.5426e+09,-101.52
9.5426e+09,-105.15
9.5427e+09,-95.705
9.5427e+09,-96.43
9.5428e+09,-92.152
9.5428e+09,-95.485
9.5429e+09,-104.13
9.5429e+09,-101.28
9.543e+09,-100.55
9.543e+09,-106.04
9.5431e+09,-101.77
9.5431e+09,-95.329
9.5432e+09,-97.476
9.5432e+09,-97.047
9.5433e+09,-101.23
9.5433e+09,-94.814
9.5434e+09,-98.463
9.5434e+09,-91.412
9.5435e+09,-93.224
9.5435e+09,-97.19
9.5436e+09,-98.332
9.5436e+09,-99.006
9.5437e+09,-100.12
9.5437e+09,-93.535
9.5438e+09,-95.698
9.5438e+09,-96.625
9.5439e+09,-99.145
9.5439e+09,-103.88
9.5439e+09,-100.74
9.544e+09,-103.04
9.544e+09,-98.456
9.5441e+09,-100.47
9.5441e+09,-103.95
9.5442e+09,-95.721
9.5442e+09,-94.142
9.5443e+09,-106.34
9.5443e+09,-98.729
9.5444e+09,-97.52
9.5444e+09,-98.928
9.5445e+09,-100.16
9.5445e+09,-100.57
9.5446e+09,-102.18
9.5446e+09,-99.617
9.5447e+09,-104.27
9.5447e+09,-99.602
9.5448e+09,-97.435
9.5448e+09,-97.032
9.5449e+09,-92.501
9.5449e+09,-101.23
9.545e+09,-102.82
9.545e+09,-93.759
9.5451e+09,-100.01
9.5451e+09,-94.485
9.5452e+09,-94.657
9.5452e+09,-103.81
9.5453e+09,-94.952
9.5453e+09,-98.598
9.5453e+09,-97.841
9.5454e+09,-96.472
9.5454e+09,-91.781
9.5455e+09,-95.544
9.5455e+09,-95.846
9.5456e+09,-99.22
9.5456e+09,-97.673
9.5457e+09,-96.579
9.5457e+09,-96.516
9.5458e+09,-97.662
9.5458e+09,-97.848
9.5459e+09,-105.4
9.5459e+09,-98.039
9.546e+09,-96.403
9.546e+09,-91.9
9.5461e+09,-95.951
9.5461e+09,-94.239
9.5462e+09,-96.773
9.5462e+09,-95.67
9.5463e+09,-94.177
9.5463e+09,-95.25
9.5464e+09,-98.019
9.5464e+09,-102.67
9.5465e+09,-94.714
9.5465e+09,-107.92
9.5466e+09,-100.44
9.5466e+09,-96.618
9.5466e+09,-98.766
9.5467e+09,-93.607
9.5467e+09,-98.683
9.5468e+09,-96.318
9.5468e+09,-96.639
9.5469e+09,-99.111
9.5469e+09,-91.955
9.547e+09,-93.744
9.547e+09,-93.935
9.5471e+09,-97.454
9.5471e+09,-98.995
9.5472e+09,-102.61
